id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
948,He is a trusted friend of *. We share our secrets.,mine,my,na,na,5,pronouns,He is a trusted friend of mine. We share our secrets.,PRP VBZ DT JJ NN IN NN PRP NN PRP$ NN,PRP_VBZ VBZ_DT DT_JJ JJ_NN NN_IN IN_NN NN_PRP PRP_NN NN_PRP$ PRP$_NN,PRP_VBZ_DT VBZ_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_NN IN_NN_PRP NN_PRP_NN PRP_NN_PRP$ NN_PRP$_NN,S_NP_VP_. NP_PRP VP_VBZ_NP NP_NP_PP NP_DT_VBN_NN PP_IN_NP NP_NN,a trusted friend of mine . We share our,DT JJ NN IN NN . PRP NN PRP$,DT_JJ JJ_NN NN_IN IN_NN NN_. ._PRP PRP_NN NN_PRP$,DT_JJ_NN JJ_NN_IN NN_IN_NN IN_NN_. NN_._PRP ._PRP_NN PRP_NN_PRP$,NP_NP_PP_. NP_DT_VBN_NN PP_IN_NP NP_NN,a trusted friend of,of,IN,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,NP_NP_PP NP_DT_JJ_NN PP_IN,. We share our,.,.,. PRP NN PRP$,._PRP PRP_NN NN_PRP$,._PRP_NN PRP_NN_PRP$,FRAG_.,mine,mine,mine,NN,NN,NN,y,y,1.0
949,You have to pay * bill by the end of this month.,your,yours,na,na,5,pronouns,You have to pay your bill by the end of this month.,PRP VBP TO VB PRP$ NN IN DT NN IN DT NN,PRP_VBP VBP_TO TO_VB VB_PRP$ PRP$_NN NN_IN IN_DT DT_NN NN_IN IN_DT DT_NN,PRP_VBP_TO VBP_TO_VB TO_VB_PRP$ VB_PRP$_NN PRP$_NN_IN NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN,You have to pay your bill by the end,PRP VBP TO VB PRP$ NN IN DT NN,PRP_VBP VBP_TO TO_VB VB_PRP$ PRP$_NN NN_IN IN_DT DT_NN,PRP_VBP_TO VBP_TO_VB TO_VB_PRP$ VB_PRP$_NN PRP$_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_NP NP_DT_NN,You have to pay,pay,NN,PRP VBP TO VB,PRP_VBP VBP_TO TO_VB,PRP_VBP_TO VBP_TO_VB,S_NP_VP NP_PRP VP_VBP_S S_VP VP_TO_VP VP_VB,bill by the end,bill,NN,NN IN DT NN,NN_IN IN_DT DT_NN,NN_IN_DT IN_DT_NN,FRAG_NP_PP NP_NN PP_IN_NP NP_DT_NN,your,your,your,PRP$,PRP$,PRP$,y,y,1.0
950,That is my car. Which car is *?,yours,your,na,na,5,pronouns,That is my car. Which car is yours?,DT VBZ PRP$ NN NNP NN VBZ RB,DT_VBZ VBZ_PRP$ PRP$_NN NN_NNP NNP_NN NN_VBZ VBZ_RB,DT_VBZ_PRP$ VBZ_PRP$_NN PRP$_NN_NNP NN_NNP_NN NNP_NN_VBZ NN_VBZ_RB,S_NP_VP_. NP_DT VP_VBZ_NP NP_PRP$_NN,car. Which car is yours,NN NNP NN VBZ RB,NN_NNP NNP_NN NN_VBZ VBZ_RB,NN_NNP_NN NNP_NN_VBZ NN_VBZ_RB,NP_NN_.,car. Which car is,is,VBZ,NN NNP NN VBZ,NN_NNP NNP_NN NN_VBZ,NN_NNP_NN NNP_NN_VBZ,NP_NN_.,,,,,,,,yours,yours,yours,NNS,NNS,NNS,y,e,1.0
951,We will achieve * goals if we work hard.,our,ours,na,na,5,pronouns,We will achieve our goals if we work hard.,PRP MD VB PRP$ NNS IN PRP VBP RB,PRP_MD MD_VB VB_PRP$ PRP$_NNS NNS_IN IN_PRP PRP_VBP VBP_RB,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NNS PRP$_NNS_IN NNS_IN_PRP IN_PRP_VBP PRP_VBP_RB,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_PRP$_NNS SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ,We will achieve our goals if we work,PRP MD VB PRP$ NNS IN PRP VBP,PRP_MD MD_VB VB_PRP$ PRP$_NNS NNS_IN IN_PRP PRP_VBP,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NNS PRP$_NNS_IN NNS_IN_PRP IN_PRP_VBP,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_PRP$_NNS SBAR_IN_S S_NP_VP NP_PRP VP_VBP,We will achieve,achieve,NN,PRP MD VB,PRP_MD MD_VB,PRP_MD_VB,S_NP_VP NP_PRP VP_MD_VP VP_VB,goals if we work,goals,NNS,NNS IN PRP VBP,NNS_IN IN_PRP PRP_VBP,NNS_IN_PRP IN_PRP_VBP,NP_NP_SBAR NP_NNS SBAR_IN_S S_NP_VP NP_PRP VP_VBP,our,our,our,PRP$,PRP$,PRP$,y,y,1.0
952,All the diamonds will be * if we can smuggle them out.,ours,our,na,na,5,pronouns,All the diamonds will be ours if we can smuggle them out.,PDT DT NNS MD VB RB IN PRP MD VB PRP RP,PDT_DT DT_NNS NNS_MD MD_VB VB_RB RB_IN IN_PRP PRP_MD MD_VB VB_PRP PRP_RP,PDT_DT_NNS DT_NNS_MD NNS_MD_VB MD_VB_RB VB_RB_IN RB_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_PRP VB_PRP_RP,S_NP_VP_. NP_PDT_DT_NNS VP_MD_VP VP_VB_ADJP_SBAR ADJP_PRP$ SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_PRT NP_PRP PRT_RP,the diamonds will be ours if we can smuggle,DT NNS MD VB RB IN PRP MD VB,DT_NNS NNS_MD MD_VB VB_RB RB_IN IN_PRP PRP_MD MD_VB,DT_NNS_MD NNS_MD_VB MD_VB_RB VB_RB_IN RB_IN_PRP IN_PRP_MD PRP_MD_VB,S_NP_VP NP_DT_NNS VP_MD_VP VP_VB_ADJP_SBAR ADJP_PRP$ SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB,the diamonds will be,be,VB,DT NNS MD VB,DT_NNS NNS_MD MD_VB,DT_NNS_MD NNS_MD_VB,S_NP_VP NP_DT_NNS VP_MD_VP VP_VB,if we can smuggle,if,IN,IN PRP MD VB,IN_PRP PRP_MD MD_VB,IN_PRP_MD PRP_MD_VB,SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB,ours,ours,ours,NNS,NNS,NNS,y,y,1.0
953,"When they reached * destination, it was past midnight.",their,theirs,na,na,5,pronouns,"When they reached their destination, it was past midnight.",WRB PRP VBD PRP$ NN PRP VBD JJ NN,WRB_PRP PRP_VBD VBD_PRP$ PRP$_NN NN_PRP PRP_VBD VBD_JJ JJ_NN,WRB_PRP_VBD PRP_VBD_PRP$ VBD_PRP$_NN PRP$_NN_PRP NN_PRP_VBD PRP_VBD_JJ VBD_JJ_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_NP NP_PRP$_NN NP_PRP VP_VBD_NP NP_JJ_NN","When they reached their destination, it was past",WRB PRP VBD PRP$ NN PRP VBD JJ,WRB_PRP PRP_VBD VBD_PRP$ PRP$_NN NN_PRP PRP_VBD VBD_JJ,WRB_PRP_VBD PRP_VBD_PRP$ VBD_PRP$_NN PRP$_NN_PRP NN_PRP_VBD PRP_VBD_JJ,"S_SBAR_,_NP_VP SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_NP NP_PRP$_NN NP_PRP VP_VBD_ADJP ADJP_JJ",When they reached,reached,VBN,WRB PRP VBD,WRB_PRP PRP_VBD,WRB_PRP_VBD,SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD,"destination, it was past","destination,",NN,NN PRP VBD JJ,NN_PRP PRP_VBD VBD_JJ,NN_PRP_VBD PRP_VBD_JJ,"FRAG_NP_,_S NP_NN S_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ",their,their,their,PRP$,PRP$,PRP$,y,y,1.0
954,My wife looked at the neighbour's garden and said that ours is more beautiful than *.,theirs,their,na,na,5,pronouns,My wife looked at the neighbour's garden and said that ours is more beautiful than theirs.,PRP$ NN VBD IN DT JJ NN CC VBD IN NN VBZ RBR JJ IN NN,PRP$_NN NN_VBD VBD_IN IN_DT DT_JJ JJ_NN NN_CC CC_VBD VBD_IN IN_NN NN_VBZ VBZ_RBR RBR_JJ JJ_IN IN_NN,PRP$_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_CC NN_CC_VBD CC_VBD_IN VBD_IN_NN IN_NN_VBZ NN_VBZ_RBR VBZ_RBR_JJ RBR_JJ_IN JJ_IN_NN,S_NP_VP_. NP_PRP$_NN VP_VP_CC_VP VP_VBD_PP PP_IN_NP NP_NP_NN NP_DT_NN_POS VP_VBD_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_ADJP_PP ADJP_RBR_JJ PP_IN_NP NP_PRP,is more beautiful than theirs,VBZ RBR JJ IN NNS,VBZ_RBR RBR_JJ JJ_IN IN_NNS,VBZ_RBR_JJ RBR_JJ_IN JJ_IN_NNS,S_VP VP_VBZ_ADJP ADJP_ADJP_PP ADJP_RBR_JJ PP_IN_NP NP_PRP,is more beautiful than,than,IN,VBZ RBR JJ IN,VBZ_RBR RBR_JJ JJ_IN,VBZ_RBR_JJ RBR_JJ_IN,S_VP VP_VBZ_ADJP ADJP_ADJP_PP ADJP_RBR_JJ PP_IN,,,,,,,,theirs,theirs,theirs,NNS,NNS,NNS,y,e,1.0
955,I made * a delicious sandwich for lunch.,myself,me,na,na,5,pronouns,I made myself a delicious sandwich for lunch.,PRP VBD PRP DT JJ NN IN NN,PRP_VBD VBD_PRP PRP_DT DT_JJ JJ_NN NN_IN IN_NN,PRP_VBD_PRP VBD_PRP_DT PRP_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_VBD_NP_NP NP_PRP NP_NP_PP NP_DT_JJ_NN PP_IN_NP NP_NN,I made myself a delicious sandwich for,PRP VBD PRP DT JJ NN IN,PRP_VBD VBD_PRP PRP_DT DT_JJ JJ_NN NN_IN,PRP_VBD_PRP VBD_PRP_DT PRP_DT_JJ DT_JJ_NN JJ_NN_IN,S_NP_VP NP_PRP VP_VBD_NP_PP NP_PRP PP_NP_IN NP_DT_JJ_NN,I made,made,VBN,PRP VBD,PRP_VBD,,S_NP_VP NP_PRP VP_VBD,a delicious sandwich for,a,DT,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,NP_NP_PP NP_DT_JJ_NN PP_IN,myself,myself,myself,PRP,PRP,PRP,y,y,1.0
956,Be careful when climb up that rock. Don't fall and hurt *.,yourself,you,na,na,5,pronouns,Be careful when climb up that rock. Don't fall and hurt yourself.,VB JJ WRB NN RP IN NN NNP NN CC NN NN,VB_JJ JJ_WRB WRB_NN NN_RP RP_IN IN_NN NN_NNP NNP_NN NN_CC CC_NN NN_NN,VB_JJ_WRB JJ_WRB_NN WRB_NN_RP NN_RP_IN RP_IN_NN IN_NN_NNP NN_NNP_NN NNP_NN_CC NN_CC_NN CC_NN_NN,S_VP_. VP_VB_ADJP_SBAR ADJP_JJ SBAR_WHADVP_S WHADVP_WRB S_VP VP_VB_PRT_NP PRT_RP NP_DT_NN,Don't fall and hurt yourself,NNP NN CC VB PRP,NNP_NN NN_CC CC_VB VB_PRP,NNP_NN_CC NN_CC_VB CC_VB_PRP,S_VP VP_VB_RB_VP VP_VB_CC_VB_NP NP_PRP,Don't fall and hurt,hurt,NN,NNP NN CC NN,NNP_NN NN_CC CC_NN,NNP_NN_CC NN_CC_NN,S_VP VP_VB_RB_VP VP_VB_CC_VB,,,,,,,,yourself,yourself,yourself,PRP,PRP,PRP,y,e,1.0
957,We bought * new clothes for the wedding.,ourselves,us,na,na,5,pronouns,We bought ourselves new clothes for the wedding.,PRP VBD PRP JJ NNS IN DT NN,PRP_VBD VBD_PRP PRP_JJ JJ_NNS NNS_IN IN_DT DT_NN,PRP_VBD_PRP VBD_PRP_JJ PRP_JJ_NNS JJ_NNS_IN NNS_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_NP_NP NP_PRP NP_NP_PP NP_JJ_NNS PP_IN_NP NP_DT_NN,We bought ourselves new clothes for the,PRP VBD PRP JJ NNS IN DT,PRP_VBD VBD_PRP PRP_JJ JJ_NNS NNS_IN IN_DT,PRP_VBD_PRP VBD_PRP_JJ PRP_JJ_NNS JJ_NNS_IN NNS_IN_DT,S_NP_VP NP_PRP VP_VBD_NP_NP NP_PRP NP_NP_PP NP_JJ_NNS PP_IN_NP NP_DT,We bought,bought,NN,PRP VBD,PRP_VBD,,S_NP_VP NP_PRP VP_VBD,new clothes for the,new,JJ,JJ NNS IN DT,JJ_NNS NNS_IN IN_DT,JJ_NNS_IN NNS_IN_DT,NP_NP_PP NP_JJ_NNS PP_IN_NP NP_DT,ourselves,ourselves,ourselves,NNS,NNS,NNS,y,y,1.0
958,They spent the entire day at the beach by *.,themselves,yourselves,na,na,5,pronouns,They spent the entire day at the beach by themselves.,PRP VBD DT JJ NN IN DT NN IN NN,PRP_VBD VBD_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN NN_IN IN_NN,PRP_VBD_DT VBD_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_VBD_NP_PP_PP NP_DT_JJ_NN PP_IN_NP NP_DT_NN PP_IN_NP NP_PRP,at the beach by themselves,IN DT NN IN PRP,IN_DT DT_NN NN_IN IN_PRP,IN_DT_NN DT_NN_IN NN_IN_PRP,FRAG_PP_PP PP_IN_NP NP_DT_NN PP_IN_NP NP_PRP,at the beach by,by,IN,IN DT NN IN,IN_DT DT_NN NN_IN,IN_DT_NN DT_NN_IN,FRAG_PP_PP PP_IN_NP NP_DT_NN PP_IN,,,,,,,,themselves,themselves,themselves,PRP,PRP,PRP,y,e,1.0
959,He was disappointed with * for failing again.,himself,herself,na,na,5,pronouns,He was disappointed with himself for failing again.,PRP VBD VBN IN PRP IN VBG NN,PRP_VBD VBD_VBN VBN_IN IN_PRP PRP_IN IN_VBG VBG_NN,PRP_VBD_VBN VBD_VBN_IN VBN_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBN_PP_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_ADVP ADVP_RB,He was disappointed with himself for failing again,PRP VBD VBN IN PRP IN VBG RB,PRP_VBD VBD_VBN VBN_IN IN_PRP PRP_IN IN_VBG VBG_RB,PRP_VBD_VBN VBD_VBN_IN VBN_IN_PRP IN_PRP_IN PRP_IN_VBG IN_VBG_RB,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_PP_PP PP_IN_NP NP_PRP PP_IN_S S_VP VP_VBG_ADVP ADVP_RB,He was disappointed with,with,IN,PRP VBD VBN IN,PRP_VBD VBD_VBN VBN_IN,PRP_VBD_VBN VBD_VBN_IN,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_PP PP_IN,for failing again,for,IN,IN VBG RB,IN_VBG VBG_RB,IN_VBG_RB,FRAG_PP PP_IN_S S_VP VP_VBG_ADVP ADVP_RB,himself,himself,himself,PRP,PRP,PRP,y,y,1.0
960,The troubled girl cut * every time she felt depressed.,herself,himself,na,na,5,pronouns,The troubled girl cut herself every time she felt depressed.,DT JJ NN NN PRP DT NN PRP VBD NN,DT_JJ JJ_NN NN_NN NN_PRP PRP_DT DT_NN NN_PRP PRP_VBD VBD_NN,DT_JJ_NN JJ_NN_NN NN_NN_PRP NN_PRP_DT PRP_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_NN,S_NP_VP_. NP_DT_JJ_NN VP_VBD_NP_NP-TMP_SBAR NP_PRP NP-TMP_DT_NN SBAR_S S_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ,The troubled girl cut herself every time she felt,DT JJ NN NN PRP DT NN PRP VBD,DT_JJ JJ_NN NN_NN NN_PRP PRP_DT DT_NN NN_PRP PRP_VBD,DT_JJ_NN JJ_NN_NN NN_NN_PRP NN_PRP_DT PRP_DT_NN DT_NN_PRP NN_PRP_VBD,S_PRN_NP_VP PRN_S S_NP_VP NP_DT_JJ_NN VP_VBD_NP_NP-TMP NP_PRP NP-TMP_DT_NN NP_PRP VP_VBD,The troubled girl cut,cut,NN,DT JJ NN NN,DT_JJ JJ_NN NN_NN,DT_JJ_NN JJ_NN_NN,S_NP_VP NP_DT_JJ_NN VP_VBD,every time she felt,every,DT,DT NN PRP VBD,DT_NN NN_PRP PRP_VBD,DT_NN_PRP NN_PRP_VBD,S_NP-TMP_NP_VP NP-TMP_DT_NN NP_PRP VP_VBD,herself,herself,herself,NN,NN,NN,y,y,1.0
961,The rented car * during the journey.,broke down,broke up,na,na,3,phrasal verbs,The rented car broke down during the journey.,DT JJ NN VBD RB IN DT NN,DT_JJ JJ_NN NN_VBD VBD_RB RB_IN IN_DT DT_NN,DT_JJ_NN JJ_NN_VBD NN_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_VBN_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,The rented car broke down during the journey,DT JJ NN VBD RB IN DT NN,DT_JJ JJ_NN NN_VBD VBD_RB RB_IN IN_DT DT_NN,DT_JJ_NN JJ_NN_VBD NN_VBD_RB VBD_RB_IN RB_IN_DT IN_DT_NN,S_NP_VP NP_DT_VBN_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_DT_NN,The rented car,car,NN,DT JJ NN,DT_JJ JJ_NN,DT_JJ_NN,NP_DT_VBN_NN,during the journey,during,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,broke down,broke,down,VBD_RP,NN,RB,y,y,2.0
962,She was so excited she * a dance.,broke into,broke out,na,na,3,phrasal verbs,She was so excited she broke into a dance.,PRP VBD RB JJ PRP VBD IN DT NN,PRP_VBD VBD_RB RB_JJ JJ_PRP PRP_VBD VBD_IN IN_DT DT_NN,PRP_VBD_RB VBD_RB_JJ RB_JJ_PRP JJ_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_ADJP ADJP_RB_JJ_SBAR SBAR_S S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_NN,was so excited she broke into a dance,VBD RB JJ PRP VBD IN DT NN,VBD_RB RB_JJ JJ_PRP PRP_VBD VBD_IN IN_DT DT_NN,VBD_RB_JJ RB_JJ_PRP JJ_PRP_VBD PRP_VBD_IN VBD_IN_DT IN_DT_NN,S_VP VP_VBD_ADJP ADJP_RB_JJ_SBAR SBAR_S S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_NN,was so excited she,she,PRP,VBD RB JJ PRP,VBD_RB RB_JJ JJ_PRP,VBD_RB_JJ RB_JJ_PRP,S_VP VP_VBD_ADVP_VP ADVP_RB VP_VBN_NP NP_PRP,a dance,a,DT,DT NN,DT_NN,,NP_DT_NN,broke into,broke,into,NN_IN,NN,IN,y,y,2.0
963,Fighting * all over the city over police brutality.,broke out,broke up,na,na,3,phrasal verbs,Fighting broke out all over the city over police brutality.,VBG VBD RP DT IN DT NN IN NNS NNS,VBG_VBD VBD_RP RP_DT DT_IN IN_DT DT_NN NN_IN IN_NNS NNS_NNS,VBG_VBD_RP VBD_RP_DT RP_DT_IN DT_IN_DT IN_DT_NN DT_NN_IN NN_IN_NNS IN_NNS_NNS,S_NP_VP_. NP_NN VP_VBD_PRT_NP_PP PRT_RP NP_NP_PP NP_DT PP_IN_NP NP_DT_NN PP_IN_NP NP_NN_NN,Fighting broke out all over the city,VBG VBD RP DT IN DT NN,VBG_VBD VBD_RP RP_DT DT_IN IN_DT DT_NN,VBG_VBD_RP VBD_RP_DT RP_DT_IN DT_IN_DT IN_DT_NN,S_NP_VP NP_NN VP_VBD_PRT_NP PRT_RP NP_NP_PP NP_DT PP_IN_NP NP_DT_NN,Fighting,Fighting,VBG,VBG,,,NP_NN,all over the city,all,DT,DT IN DT NN,DT_IN IN_DT DT_NN,DT_IN_DT IN_DT_NN,NP_NP_PP NP_DT PP_IN_NP NP_DT_NN,broke out,broke,out,VBD_RP,NN,IN,y,y,2.0
964,He unwillingly * with his girlfriend of five years.,broke up,broke down,na,na,3,phrasal verbs,He unwillingly broke up with his girlfriend of five years.,PRP RB VBD RP IN PRP$ NN IN CD NNS,PRP_RB RB_VBD VBD_RP RP_IN IN_PRP$ PRP$_NN NN_IN IN_CD CD_NNS,PRP_RB_VBD RB_VBD_RP VBD_RP_IN RP_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_CD IN_CD_NNS,S_NP_ADVP_VP_. NP_PRP ADVP_RB VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_CD_NNS,He unwillingly broke up with his girlfriend of,PRP RB VBD RP IN PRP$ NN IN,PRP_RB RB_VBD VBD_RP RP_IN IN_PRP$ PRP$_NN NN_IN,PRP_RB_VBD RB_VBD_RP VBD_RP_IN RP_IN_PRP$ IN_PRP$_NN PRP$_NN_IN,S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBD_PRT_PP_PP PRT_RP PP_IN_NP NP_PRP$_NN PP_IN,He unwillingly,unwillingly,RB,PRP RB,PRP_RB,,S_NP_ADVP NP_PRP ADVP_RB,with his girlfriend of,with,IN,IN PRP$ NN IN,IN_PRP$ PRP$_NN NN_IN,IN_PRP$_NN PRP$_NN_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_FRAG FRAG_IN,broke up,broke,up,VBD_RP,NN,RB,y,y,2.0
965,The electricity * for more than a hour yesterday.,went off,went on,na,na,3,phrasal verbs,The electricity went off for more than a hour yesterday.,DT NN VBD IN IN JJR IN DT NN NN,DT_NN NN_VBD VBD_IN IN_IN IN_JJR JJR_IN IN_DT DT_NN NN_NN,DT_NN_VBD NN_VBD_IN VBD_IN_IN IN_IN_JJR IN_JJR_IN JJR_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP_. NP_DT_NN VP_VBD_PRT_PP_NP-TMP PRT_RP PP_IN_NP NP_QP QP_JJR_IN_DT_NN NP-TMP_NN,The electricity went off for more than a,DT NN VBD IN IN JJR IN DT,DT_NN NN_VBD VBD_IN IN_IN IN_JJR JJR_IN IN_DT,DT_NN_VBD NN_VBD_IN VBD_IN_IN IN_IN_JJR IN_JJR_IN JJR_IN_DT,S_NP_VP NP_DT_NN VP_VBD_PRT_PP PRT_RP PP_IN_NP NP_QP QP_JJR_IN_DT,The electricity,electricity,NN,DT NN,DT_NN,,NP_DT_NN,for more than a,for,IN,IN JJR IN DT,IN_JJR JJR_IN IN_DT,IN_JJR_IN JJR_IN_DT,FRAG_PP PP_IN_NP NP_QP QP_JJR_IN_DT,went off,went,off,VBD_RP,VBD,IN,y,y,2.0
966,The famine has been * for six months.,going on,going off,na,na,3,phrasal verbs,The famine has been going on for six months.,DT NN VBZ VBN VBG IN IN CD NNS,DT_NN NN_VBZ VBZ_VBN VBN_VBG VBG_IN IN_IN IN_CD CD_NNS,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_VBG VBN_VBG_IN VBG_IN_IN IN_IN_CD IN_CD_NNS,S_NP_VP_. NP_DT_NN VP_VBZ_VP VP_VBN_VP VP_VBG_PRT_PP PRT_RP PP_IN_NP NP_CD_NNS,The famine has been going on for six months,DT NN VBZ VBN VBG IN IN CD NNS,DT_NN NN_VBZ VBZ_VBN VBN_VBG VBG_IN IN_IN IN_CD CD_NNS,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_VBG VBN_VBG_IN VBG_IN_IN IN_IN_CD IN_CD_NNS,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN_VP VP_VBG_PRT_PP PRT_RP PP_IN_NP NP_CD_NNS,The famine has been,been,VBN,DT NN VBZ VBN,DT_NN NN_VBZ VBZ_VBN,DT_NN_VBZ NN_VBZ_VBN,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN,for six months,for,IN,IN CD NNS,IN_CD CD_NNS,IN_CD_NNS,PP_IN_NP NP_CD_NNS,going on,going,on,VBG_IN,VBG,IN,y,y,2.0
967,I don't think proposal to tear down the monument will *.,go through,go on,na,na,3,phrasal verbs,I don't think proposal to tear down the monument will go through.,PRP VBP VB NN TO VB RP DT NN MD VB NN,PRP_VBP VBP_VB VB_NN NN_TO TO_VB VB_RP RP_DT DT_NN NN_MD MD_VB VB_NN,PRP_VBP_VB VBP_VB_NN VB_NN_TO NN_TO_VB TO_VB_RP VB_RP_DT RP_DT_NN DT_NN_MD NN_MD_VB MD_VB_NN,S_NP_VP_. NP_PRP VP_VBP_RB_VP VP_VB_NP_S NP_NN S_VP VP_TO_VP VP_VB_PRT_NP PRT_RP NP_NP_SBAR NP_DT_NN SBAR_S S_VP VP_MD_VP VP_VB_PRT PRT_RP,down the monument will go through,IN DT NN MD VB IN,IN_DT DT_NN NN_MD MD_VB VB_IN,IN_DT_NN DT_NN_MD NN_MD_VB MD_VB_IN,S_ADVP_NP_VP ADVP_RB NP_DT_NN VP_MD_VP VP_VB_PRT PRT_RP,down the monument will,will,MD,IN DT NN MD,IN_DT DT_NN NN_MD,IN_DT_NN DT_NN_MD,S_ADVP_NP_VP ADVP_RB NP_DT_NN VP_MD,,,,,,,,go through,go,through,VB_IN,VB,IN,y,e,2.0
