id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
112,This road extends * the suburbs of the city.,beyond,within,na,na,1,prepositions,This road extends beyond the suburbs of the city.,DT NN VBZ IN DT NN IN DT NN,DT_NN NN_VBZ VBZ_IN IN_DT DT_NN NN_IN IN_DT DT_NN,DT_NN_VBZ NN_VBZ_IN VBZ_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_VBZ_PP PP_IN_NP NP_NP_PP NP_DT_NNS PP_IN_NP NP_DT_NN,This road extends beyond the suburbs of the,DT NN VBZ IN DT NN IN DT,DT_NN NN_VBZ VBZ_IN IN_DT DT_NN NN_IN IN_DT,DT_NN_VBZ NN_VBZ_IN VBZ_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT,S_NP_VP NP_DT_NN VP_VBZ_PP PP_IN_NP NP_NP_PP NP_DT_NNS PP_IN_NP NP_DT,This road extends,extends,NNS,DT NN VBZ,DT_NN NN_VBZ,DT_NN_VBZ,S_NP_VP NP_DT_NN VP_VBZ,the suburbs of the,the,DT,DT NN IN DT,DT_NN NN_IN IN_DT,DT_NN_IN NN_IN_DT,NP_NP_PP NP_DT_NNS PP_IN_NP NP_DT,beyond,beyond,beyond,IN,IN,IN,x,x,1.0
113,"At the end of this road * that hill, there is a castle.",beyond,within,na,na,1,prepositions,"At the end of this road beyond that hill, there is a castle.",IN DT NN IN DT NN IN DT NN EX VBZ DT NN,IN_DT DT_NN NN_IN IN_DT DT_NN NN_IN IN_DT DT_NN NN_EX EX_VBZ VBZ_DT DT_NN,IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_EX NN_EX_VBZ EX_VBZ_DT VBZ_DT_NN,"S_PP_,_NP_VP_. PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN NP_EX VP_VBZ_NP NP_DT_NN","end of this road beyond that hill, there is",NN IN DT NN IN DT NN EX VBZ,NN_IN IN_DT DT_NN NN_IN IN_DT DT_NN NN_EX EX_VBZ,NN_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_NN DT_NN_EX NN_EX_VBZ,"NP_NP_PP_,_ADVP NP_NN PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_NN ADVP_RB_RB",end of this road,road,NN,NN IN DT NN,NN_IN IN_DT DT_NN,NN_IN_DT IN_DT_NN,NP_NP_PP NP_NN PP_IN_NP NP_DT_NN,"that hill, there is",that,IN,DT NN EX VBZ,DT_NN NN_EX EX_VBZ,DT_NN_EX NN_EX_VBZ,"S_ADVP_,_NP_VP ADVP_RB_RB NP_EX VP_VBZ",beyond,beyond,beyond,IN,IN,IN,x,x,1.0
114,"If you live * your means, you will never have enough for retirement.",beyond,within,na,na,1,prepositions,"If you live beyond your means, you will never have enough for retirement.",IN PRP VBP IN PRP$ NN PRP MD RB VB NN IN NN,IN_PRP PRP_VBP VBP_IN IN_PRP$ PRP$_NN NN_PRP PRP_MD MD_RB RB_VB VB_NN NN_IN IN_NN,IN_PRP_VBP PRP_VBP_IN VBP_IN_PRP$ IN_PRP$_NN PRP$_NN_PRP NN_PRP_MD PRP_MD_RB MD_RB_VB RB_VB_NN VB_NN_IN NN_IN_NN,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_VBP_PP PP_IN_NP NP_PRP$_NNS NP_PRP VP_MD_ADVP_VP ADVP_RB VP_VB_NP NP_NP_PP NP_JJ PP_IN_NP NP_NN","If you live beyond your means, you will",IN PRP VBP IN PRP$ NN PRP MD,IN_PRP PRP_VBP VBP_IN IN_PRP$ PRP$_NN NN_PRP PRP_MD,IN_PRP_VBP PRP_VBP_IN VBP_IN_PRP$ IN_PRP$_NN PRP$_NN_PRP NN_PRP_MD,"S_SBAR_,_NP_VP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_PP PP_IN_NP NP_PRP$_NNS NP_PRP VP_MD",If you live,live,JJ,IN PRP VBP,IN_PRP PRP_VBP,IN_PRP_VBP,FRAG_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP,"your means, you will",your,PRP$,PRP$ NN PRP MD,PRP$_NN NN_PRP PRP_MD,PRP$_NN_PRP NN_PRP_MD,"FRAG_NP_,_S NP_PRP$_NNS S_NP_VP NP_PRP VP_MD",beyond,beyond,beyond,IN,IN,IN,x,x,1.0
115,The outcome was * our control. There was nothing we could do.,beyond,within,na,na,1,prepositions,The outcome was beyond our control. There was nothing we could do.,DT NN VBD IN PRP$ NN EX VBD NN PRP MD VB,DT_NN NN_VBD VBD_IN IN_PRP$ PRP$_NN NN_EX EX_VBD VBD_NN NN_PRP PRP_MD MD_VB,DT_NN_VBD NN_VBD_IN VBD_IN_PRP$ IN_PRP$_NN PRP$_NN_EX NN_EX_VBD EX_VBD_NN VBD_NN_PRP NN_PRP_MD PRP_MD_VB,S_NP_VP_. NP_DT_NN VP_VBD_PP PP_IN_NP NP_PRP$_NN,The outcome was beyond our control. There was,DT NN VBD IN PRP$ NN EX VBD,DT_NN NN_VBD VBD_IN IN_PRP$ PRP$_NN NN_EX EX_VBD,DT_NN_VBD NN_VBD_IN VBD_IN_PRP$ IN_PRP$_NN PRP$_NN_EX NN_EX_VBD,S_NP_VP_. NP_DT_NN VP_VBD_PP PP_IN_NP NP_PRP$_NN,The outcome was,was,VBD,DT NN VBD,DT_NN NN_VBD,DT_NN_VBD,S_NP_VP NP_DT_NN VP_VBD,our control. There was,our,PRP$,PRP$ NN EX VBD,PRP$_NN NN_EX EX_VBD,PRP$_NN_EX NN_EX_VBD,NP_PRP$_NN_.,beyond,beyond,beyond,IN,IN,IN,x,x,1.0
116,"* the years, many people got used to the hardship.",Over,Through,na,na,1,prepositions,"Over the years, many people got used to the hardship.",IN DT JJ JJ NNS VBD VBN TO DT NN,IN_DT DT_JJ JJ_JJ JJ_NNS NNS_VBD VBD_VBN VBN_TO TO_DT DT_NN,IN_DT_JJ DT_JJ_JJ JJ_JJ_NNS JJ_NNS_VBD NNS_VBD_VBN VBD_VBN_TO VBN_TO_DT TO_DT_NN,"S_PP_,_NP_VP_. PP_IN_NP NP_DT_NNS NP_JJ_NNS VP_VBD_VP VP_VBN_PP PP_IN_NP NP_DT_NN","Over the years, many people",IN DT JJ JJ NNS,IN_DT DT_JJ JJ_JJ JJ_NNS,IN_DT_JJ DT_JJ_JJ JJ_JJ_NNS,"NP_NP_,_NP NP_RB_DT_NNS NP_JJ_NNS",,,,,,,,"the years, many people",the,DT,DT JJ JJ NNS,DT_JJ JJ_JJ JJ_NNS,DT_JJ_JJ JJ_JJ_NNS,"NP_NP_,_NP NP_DT_NNS NP_JJ_NNS",Over,Over,Over,IN,IN,IN,b,x,1.0
117,* the last century the world has changed beyond recognition.,Over,Through,na,na,1,prepositions,Over the last century the world has changed beyond recognition.,IN DT JJ NN DT NN VBZ VBN IN NN,IN_DT DT_JJ JJ_NN NN_DT DT_NN NN_VBZ VBZ_VBN VBN_IN IN_NN,IN_DT_JJ DT_JJ_NN JJ_NN_DT NN_DT_NN DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_IN VBN_IN_NN,S_PP_NP_VP_. PP_IN_NP NP_DT_JJ_NN NP_DT_NN VP_VBZ_VP VP_VBN_PP PP_IN_NP NP_NN,Over the last century the,IN DT JJ NN DT,IN_DT DT_JJ JJ_NN NN_DT,IN_DT_JJ DT_JJ_NN JJ_NN_DT,S_PP_NP PP_IN_NP NP_DT_JJ_NN NP_DT,,,,,,,,the last century the,the,DT,DT JJ NN DT,DT_JJ JJ_NN NN_DT,DT_JJ_NN JJ_NN_DT,NP_NP_NP NP_DT_JJ_NN NP_DT,Over,Over,Over,IN,IN,IN,b,x,1.0
118,The plane dropped leaflets * the city to warn people of the danger.,over,across,na,na,1,prepositions,The plane dropped leaflets over the city to warn people of the danger.,DT NN VBD NNS IN DT NN TO VB NNS IN DT NN,DT_NN NN_VBD VBD_NNS NNS_IN IN_DT DT_NN NN_TO TO_VB VB_NNS NNS_IN IN_DT DT_NN,DT_NN_VBD NN_VBD_NNS VBD_NNS_IN NNS_IN_DT IN_DT_NN DT_NN_TO NN_TO_VB TO_VB_NNS VB_NNS_IN NNS_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_VBD_NP_PP_S NP_NNS PP_IN_NP NP_DT_NN S_VP VP_TO_VP VP_VB_NP NP_NP_PP NP_NNS PP_IN_NP NP_DT_NN,The plane dropped leaflets over the city to warn,DT NN VBD NNS IN DT NN TO VB,DT_NN NN_VBD VBD_NNS NNS_IN IN_DT DT_NN NN_TO TO_VB,DT_NN_VBD NN_VBD_NNS VBD_NNS_IN NNS_IN_DT IN_DT_NN DT_NN_TO NN_TO_VB,S_NP_VP NP_DT_NN VP_VBD_NP_PP_S NP_NNS PP_IN_NP NP_DT_NN S_VP VP_TO_VP VP_VB,The plane dropped leaflets,leaflets,NNS,DT NN VBD NNS,DT_NN NN_VBD VBD_NNS,DT_NN_VBD NN_VBD_NNS,S_NP_VP NP_DT_NN VP_VBD_NP NP_NNS,the city to warn,the,DT,DT NN TO VB,DT_NN NN_TO TO_VB,DT_NN_TO NN_TO_VB,FRAG_NP NP_DT_NN_S S_VP VP_TO_VP VP_VB,over,over,over,IN,IN,IN,x,x,1.0
119,The car ran * the spilled oil and skidded.,over,into,at,on,1,prepositions,The car ran over the spilled oil and skidded.,DT NN VBD IN DT JJ NN CC NN,DT_NN NN_VBD VBD_IN IN_DT DT_JJ JJ_NN NN_CC CC_NN,DT_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_CC NN_CC_NN,S_NP_VP_. NP_DT_NN VP_VP_CC_VP VP_VBD_PP PP_IN_NP NP_DT_VBN_NN VP_VBD,The car ran over the spilled oil and,DT NN VBD IN DT JJ NN CC,DT_NN NN_VBD VBD_IN IN_DT DT_JJ JJ_NN NN_CC,DT_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_CC,S_NP_VP NP_DT_NN VP_VP_CC VP_VBD_PP PP_IN_NP NP_DT_VBN_NN,The car ran,ran,NN,DT NN VBD,DT_NN NN_VBD,DT_NN_VBD,S_NP_VP NP_DT_NN VP_VBD,the spilled oil and,the,DT,DT JJ NN CC,DT_JJ JJ_NN NN_CC,DT_JJ_NN JJ_NN_CC,FRAG_NP_CC NP_DT_JJ_NN,over,over,over,IN,IN,IN,x,x,1.0
120,The cat jumped * the fence to chase after the bird.,over,into,at,on,1,prepositions,The cat jumped over the fence to chase after the bird.,DT NN VBD IN DT NN TO VB IN DT NN,DT_NN NN_VBD VBD_IN IN_DT DT_NN NN_TO TO_VB VB_IN IN_DT DT_NN,DT_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_TO NN_TO_VB TO_VB_IN VB_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_VBD_PP_S PP_IN_NP NP_DT_NN S_VP VP_TO_VP VP_VB_PP PP_IN_NP NP_DT_NN,The cat jumped over the fence to chase,DT NN VBD IN DT NN TO VB,DT_NN NN_VBD VBD_IN IN_DT DT_NN NN_TO TO_VB,DT_NN_VBD NN_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_TO NN_TO_VB,S_NP_VP NP_DT_NN VP_VBD_PP_S PP_IN_NP NP_DT_NN S_VP VP_TO_VP VP_VB,The cat jumped,jumped,NN,DT NN VBD,DT_NN NN_VBD,DT_NN_VBD,S_NP_VP NP_DT_NN VP_VBD,the fence to chase,the,DT,DT NN TO VB,DT_NN NN_TO TO_VB,DT_NN_TO NN_TO_VB,NP_NP_PP NP_DT_NN PP_IN_NP NP_NN,over,over,over,IN,IN,IN,x,x,1.0
121,He found his slippers hidden * the bed.,under,over,around,na,1,prepositions,He found his slippers hidden under the bed.,PRP VBD PRP$ NNS VBN IN DT NN,PRP_VBD VBD_PRP$ PRP$_NNS NNS_VBN VBN_IN IN_DT DT_NN,PRP_VBD_PRP$ VBD_PRP$_NNS PRP$_NNS_VBN NNS_VBN_IN VBN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_NP NP_NP_VP NP_PRP$_NNS VP_VBN_PP PP_IN_NP NP_DT_NN,found his slippers hidden under the bed,VBN PRP$ NNS VBN IN DT NN,VBN_PRP$ PRP$_NNS NNS_VBN VBN_IN IN_DT DT_NN,VBN_PRP$_NNS PRP$_NNS_VBN NNS_VBN_IN VBN_IN_DT IN_DT_NN,S_VP VP_VBD_NP NP_NP_VP NP_PRP$_NNS VP_VBN_PP PP_IN_NP NP_DT_NN,found his slippers hidden,hidden,NN,VBN PRP$ NNS VBP,VBN_PRP$ PRP$_NNS NNS_VBP,VBN_PRP$_NNS PRP$_NNS_VBP,S_VP VP_VBN_NP_S NP_PRP$_NNS S_ADJP ADJP_JJ,the bed,the,DT,DT NN,DT_NN,,NP_DT_NN,under,under,under,IN,IN,IN,x,x,1.0
122,She was hiding * the table when the building shook.,under,over,on,na,1,prepositions,She was hiding under the table when the building shook.,PRP VBD VBG IN DT NN WRB DT NN NN,PRP_VBD VBD_VBG VBG_IN IN_DT DT_NN NN_WRB WRB_DT DT_NN NN_NN,PRP_VBD_VBG VBD_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_WRB NN_WRB_DT WRB_DT_NN DT_NN_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBG_PP_SBAR PP_IN_NP NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBD,She was hiding under the table when the,PRP VBD VBG IN DT NN WRB DT,PRP_VBD VBD_VBG VBG_IN IN_DT DT_NN NN_WRB WRB_DT,PRP_VBD_VBG VBD_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_WRB NN_WRB_DT,S_NP_VP NP_PRP VP_VBD_VP VP_VBG_PP PP_IN_NP NP_NP_ADJP NP_DT_NN ADJP_RB_DT,She was hiding,hiding,NN,PRP VBD VBG,PRP_VBD VBD_VBG,PRP_VBD_VBG,S_NP_VP NP_PRP VP_VBD_VP VP_VBG,the table when the,the,DT,DT NN WRB DT,DT_NN NN_WRB WRB_DT,DT_NN_WRB NN_WRB_DT,NP_NP_ADJP NP_DT_NN ADJP_RB_DT,under,under,under,IN,IN,IN,x,x,1.0
123,There were stray cats hiding * the bridge.,under,over,into,na,1,prepositions,There were stray cats hiding under the bridge.,EX VBD JJ NNS VBG IN DT NN,EX_VBD VBD_JJ JJ_NNS NNS_VBG VBG_IN IN_DT DT_NN,EX_VBD_JJ VBD_JJ_NNS JJ_NNS_VBG NNS_VBG_IN VBG_IN_DT IN_DT_NN,S_NP_VP_. NP_EX VP_VBD_NP NP_NP_VP NP_JJ_NNS VP_VBG_PP PP_IN_NP NP_DT_NN,were stray cats hiding under the bridge,VBD JJ NNS VBG IN DT NN,VBD_JJ JJ_NNS NNS_VBG VBG_IN IN_DT DT_NN,VBD_JJ_NNS JJ_NNS_VBG NNS_VBG_IN VBG_IN_DT IN_DT_NN,SQ_VBD_NP_VP NP_JJ_NNS VP_VBG_PP PP_IN_NP NP_DT_NN,were stray cats hiding,hiding,NN,VBD JJ NNS VBG,VBD_JJ JJ_NNS NNS_VBG,VBD_JJ_NNS JJ_NNS_VBG,SQ_VBD_NP_VP NP_JJ_NNS VP_VBG,the bridge,the,DT,DT NN,DT_NN,,NP_DT_NN,under,under,under,IN,IN,IN,x,x,1.0
124,You will fail the test if your score is * fifty.,under,before,na,na,1,prepositions,You will fail the test if your score is under fifty.,PRP MD VB DT NN IN PRP$ NN VBZ IN NN,PRP_MD MD_VB VB_DT DT_NN NN_IN IN_PRP$ PRP$_NN NN_VBZ VBZ_IN IN_NN,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBZ NN_VBZ_IN VBZ_IN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_DT_NN SBAR_IN_S S_NP_VP NP_PRP$_NN VP_VBZ_PP PP_IN_NP NP_CD,if your score is under fifty,IN PRP$ NN VBZ IN NN,IN_PRP$ PRP$_NN NN_VBZ VBZ_IN IN_NN,IN_PRP$_NN PRP$_NN_VBZ NN_VBZ_IN VBZ_IN_NN,SBAR_IN_S S_NP_VP NP_PRP$_NN VP_VBZ_PP PP_IN_NP NP_CD,if your score is,is,VBZ,IN PRP$ NN VBZ,IN_PRP$ PRP$_NN NN_VBZ,IN_PRP$_NN PRP$_NN_VBZ,SBAR_IN_S S_NP_VP NP_PRP$_NN VP_VBZ,fifty,fifty,NN,NN,,,FRAG_NP NP_CD,under,under,under,IN,IN,IN,x,x,1.0
125,This is only offered to children * the age of ten.,under,before,na,na,1,prepositions,This is only offered to children under the age of ten.,DT VBZ RB VBN TO NNS IN DT NN IN NN,DT_VBZ VBZ_RB RB_VBN VBN_TO TO_NNS NNS_IN IN_DT DT_NN NN_IN IN_NN,DT_VBZ_RB VBZ_RB_VBN RB_VBN_TO VBN_TO_NNS TO_NNS_IN NNS_IN_DT IN_DT_NN DT_NN_IN NN_IN_NN,S_NP_VP_. NP_DT VP_VBZ_ADVP_VP ADVP_RB VP_VBN_PP_PP PP_IN_NP NP_NNS PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_CD,only offered to children under the age of ten,RB VBN TO NNS IN DT NN IN NN,RB_VBN VBN_TO TO_NNS NNS_IN IN_DT DT_NN NN_IN IN_NN,RB_VBN_TO VBN_TO_NNS TO_NNS_IN NNS_IN_DT IN_DT_NN DT_NN_IN NN_IN_NN,FRAG_ADVP_VP ADVP_RB VP_VBN_PP PP_IN_NP NP_NP_PP NP_NNS PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_CD,only offered to children,children,NNS,RB VBN TO NNS,RB_VBN VBN_TO TO_NNS,RB_VBN_TO VBN_TO_NNS,FRAG_ADVP_VP ADVP_RB VP_VBN_PP PP_IN_NP NP_NNS,the age of ten,the,DT,DT NN IN NN,DT_NN NN_IN IN_NN,DT_NN_IN NN_IN_NN,NP_NP_PP NP_DT_NN PP_IN_NP NP_CD,under,under,under,IN,IN,IN,x,x,1.0
126,The sun is now hidden * the clouds.,behind,under,over,na,1,prepositions,The sun is now hidden behind the clouds.,DT NN VBZ RB VBN IN DT NN,DT_NN NN_VBZ VBZ_RB RB_VBN VBN_IN IN_DT DT_NN,DT_NN_VBZ NN_VBZ_RB VBZ_RB_VBN RB_VBN_IN VBN_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_VBZ_ADVP_VP ADVP_RB VP_VBN_PP PP_IN_NP NP_DT_NNS,sun is now hidden behind the clouds,NN VBZ RB VBN IN DT NNS,NN_VBZ VBZ_RB RB_VBN VBN_IN IN_DT DT_NNS,NN_VBZ_RB VBZ_RB_VBN RB_VBN_IN VBN_IN_DT IN_DT_NNS,S_NP_VP NP_NN VP_VBZ_ADVP_VP ADVP_RB VP_VBN_PP PP_IN_NP NP_DT_NNS,sun is now hidden,hidden,NN,NN VBZ RB JJ,NN_VBZ VBZ_RB RB_JJ,NN_VBZ_RB VBZ_RB_JJ,S_NP_VP NP_NN VP_VBZ_ADVP_VP ADVP_RB VP_VBN,the clouds,the,DT,DT NN,DT_NN,,NP_DT_NNS,behind,behind,behind,IN,IN,IN,x,x,1.0
127,The moon cannot be seen as it is hidden * the clouds.,behind,under,over,na,1,prepositions,The moon cannot be seen as it is hidden behind the clouds.,DT NN NN VB VBN IN PRP VBZ VBN IN DT NN,DT_NN NN_NN NN_VB VB_VBN VBN_IN IN_PRP PRP_VBZ VBZ_VBN VBN_IN IN_DT DT_NN,DT_NN_NN NN_NN_VB NN_VB_VBN VB_VBN_IN VBN_IN_PRP IN_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_IN VBN_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NN VP_MD_RB_VP VP_VB_VP VP_VBN_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_PP PP_IN_NP NP_DT_NNS,as it is hidden behind the clouds,IN PRP VBZ VBN IN DT NNS,IN_PRP PRP_VBZ VBZ_VBN VBN_IN IN_DT DT_NNS,IN_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_IN VBN_IN_DT IN_DT_NNS,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_PP PP_IN_NP NP_DT_NNS,as it is hidden,hidden,NN,IN PRP VBZ JJ,IN_PRP PRP_VBZ VBZ_JJ,IN_PRP_VBZ PRP_VBZ_JJ,SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_ADJP ADJP_JJ,the clouds,the,DT,DT NN,DT_NN,,NP_DT_NNS,behind,behind,behind,IN,IN,IN,x,x,1.0
128,* his cool exterior he is very nervous inside.,Behind,Under,na,na,1,prepositions,Behind his cool exterior he is very nervous inside.,IN PRP$ NN RB PRP VBZ RB JJ NN,IN_PRP$ PRP$_NN NN_RB RB_PRP PRP_VBZ VBZ_RB RB_JJ JJ_NN,IN_PRP$_NN PRP$_NN_RB NN_RB_PRP RB_PRP_VBZ PRP_VBZ_RB VBZ_RB_JJ RB_JJ_NN,S_PP_NP_VP_. PP_IN_NP NP_PRP$_JJ_NN NP_PRP VP_VBZ_ADJP_ADVP ADJP_RB_JJ ADVP_RB,Behind his cool exterior he,IN PRP$ NN RB PRP,IN_PRP$ PRP$_NN NN_RB RB_PRP,IN_PRP$_NN PRP$_NN_RB NN_RB_PRP,S_PP_NP PP_IN_NP NP_PRP$_JJ_NN NP_PRP,,,,,,,,his cool exterior he,his,PRP$,PRP$ NN RB PRP,PRP$_NN NN_RB RB_PRP,PRP$_NN_RB NN_RB_PRP,S_NP_NP NP_PRP$_JJ_NN NP_PRP,Behind,Behind,Behind,IN,IN,IN,b,x,1.0
129,I sensed some sadness * her smile.,behind,under,na,na,1,prepositions,I sensed some sadness behind her smile.,PRP VBD DT NN IN PRP NN,PRP_VBD VBD_DT DT_NN NN_IN IN_PRP PRP_NN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_NN,S_NP_VP_. NP_PRP VP_VBD_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN,I sensed some sadness behind her smile,PRP VBD DT NN IN PRP NN,PRP_VBD VBD_DT DT_NN NN_IN IN_PRP PRP_NN,PRP_VBD_DT VBD_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_NN,S_NP_VP NP_PRP VP_VBD_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN,I sensed some sadness,sadness,NN,PRP VBD DT NN,PRP_VBD VBD_DT DT_NN,PRP_VBD_DT VBD_DT_NN,S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN,her smile,her,PRP$,PRP$ NN,PRP$_NN,,S_NP_VP NP_PRP VP_VBP,behind,behind,behind,IN,IN,IN,x,x,1.0
130,The guide led us and I followed * her.,behind,before,na,na,1,prepositions,The guide led us and I followed behind her.,DT NN VBD PRP CC PRP VBD IN NN,DT_NN NN_VBD VBD_PRP PRP_CC CC_PRP PRP_VBD VBD_IN IN_NN,DT_NN_VBD NN_VBD_PRP VBD_PRP_CC PRP_CC_PRP CC_PRP_VBD PRP_VBD_IN VBD_IN_NN,S_S_CC_S_. S_NP_VP NP_DT_NN VP_VBD_NP NP_PRP S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_PRP,us and I followed behind her,PRP CC PRP VBD IN PRP,PRP_CC CC_PRP PRP_VBD VBD_IN IN_PRP,PRP_CC_PRP CC_PRP_VBD PRP_VBD_IN VBD_IN_PRP,S_NP_VP NP_PRP_CC_PRP VP_VBD_PP PP_IN_NP NP_PRP,us and I followed,followed,VBD,PRP CC PRP VBD,PRP_CC CC_PRP PRP_VBD,PRP_CC_PRP CC_PRP_VBD,S_NP_VP NP_PRP_CC_PRP VP_VBD,her,her,PRP$,PRP$,,,NP_PRP$,behind,behind,behind,IN,IN,IN,x,x,1.0
131,Most of the city's population live * the city center.,within,in,na,na,1,prepositions,Most of the city's population live within the city center.,JJS IN DT JJ NN VBP IN DT NN NN,JJS_IN IN_DT DT_JJ JJ_NN NN_VBP VBP_IN IN_DT DT_NN NN_NN,JJS_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_VBP NN_VBP_IN VBP_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP_. NP_NP_PP NP_JJS PP_IN_NP NP_NP_NN NP_DT_NN_POS VP_VBP_PP PP_IN_NP NP_DT_NN_NN,the city's population live within the city center,DT JJ NN VBP IN DT NN NN,DT_JJ JJ_NN NN_VBP VBP_IN IN_DT DT_NN NN_NN,DT_JJ_NN JJ_NN_VBP NN_VBP_IN VBP_IN_DT IN_DT_NN DT_NN_NN,S_NP_VP NP_NP_NN NP_DT_NN_POS VP_VBP_PP PP_IN_NP NP_DT_NN_NN,the city's population live,live,JJ,DT JJ NN VBP,DT_JJ JJ_NN NN_VBP,DT_JJ_NN JJ_NN_VBP,S_NP_VP NP_NP_NN NP_DT_NN_POS VP_VBP,the city center,the,DT,DT NN NN,DT_NN NN_NN,DT_NN_NN,NP_DT_NN_NN,within,within,within,IN,IN,IN,x,x,1.0
132,It is recommended that the cheese is consumed * two weeks.,within,in,na,na,1,prepositions,It is recommended that the cheese is consumed within two weeks.,PRP VBZ VBN IN DT NN VBZ VBN IN CD NNS,PRP_VBZ VBZ_VBN VBN_IN IN_DT DT_NN NN_VBZ VBZ_VBN VBN_IN IN_CD CD_NNS,PRP_VBZ_VBN VBZ_VBN_IN VBN_IN_DT IN_DT_NN DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_IN VBN_IN_CD IN_CD_NNS,S_NP_VP_. NP_PRP VP_VBZ_VP VP_VBN_SBAR SBAR_IN_S S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN_PP PP_IN_NP NP_CD_NNS,the cheese is consumed within two weeks,DT NN VBZ VBN IN CD NNS,DT_NN NN_VBZ VBZ_VBN VBN_IN IN_CD CD_NNS,DT_NN_VBZ NN_VBZ_VBN VBZ_VBN_IN VBN_IN_CD IN_CD_NNS,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN_PP PP_IN_NP NP_CD_NNS,the cheese is consumed,consumed,VBN,DT NN VBZ VBN,DT_NN NN_VBZ VBZ_VBN,DT_NN_VBZ NN_VBZ_VBN,S_NP_VP NP_DT_NN VP_VBZ_VP VP_VBN,two weeks,two,CD,CD NNS,CD_NNS,,NP-TMP_CD_NNS,within,within,within,IN,IN,IN,x,x,1.0
